codigo;nome_cliente;telefones;loja;data_cadastro;data_aniversario;data_nascimento;ativo
30539;CAMILA CASTRO GOMES;47920338503;01 - Aurora Prime;20/09/2019;;;sim
30540;THIAGO CARVALHO CARVALHO;41913114165;03 - Monte Azul Brands;26/09/2023;27/11;;sim
30541;HELENA CASTRO GOMES;71917950868;05 - Porto Sereno Praia;01/12/2021;;;sim
30542;THIAGO CORREIA MARTINS;41995949996;14 - Baixada Outlet;13/10/2026;16/07;16/07/1986;sim
30543;CAMILA TEIXEIRA ARAUJO;71922410741;02 - Vale Verde Brands;04/07/2025;;;sim
30544;CARLOS OLIVEIRA SILVA;11978534335;06 - Campo Belo Centro;28/02/2025;08/06;;nao
30545;FELIPE CARVALHO ALMEIDA;48916499398;01 - Aurora Prime;11/07/2024;;;nao
30546;GABRIEL ALVES LIMA;85963166047;08 - Riacho Outlet;17/07/2019;;;nao
30547;CAROLINE OLIVEIRA ROCHA;48977741245;07 - Serra Alta Porto;25/10/2020;07/07;07/07/2002;sim
30548;RODRIGO CARVALHO SILVA;51970604352;04 - Porto Leste Aux;26/12/2019;;;sim
30549;FERNANDA CASTRO MELO;11925136720;06 - Campo Belo Centro;26/03/2026;21/01;21/01/1999;sim
30550;LETICIA FERREIRA MELO;62937604331 / 47988326500;13 - Rio Claro Distrito;18/05/2024;02/12;02/12/1995;sim
30551;MATEUS ARAUJO ALMEIDA;81947494552;11 - Cascata Distrito;27/02/2026;17/08;;sim
30552;AMANDA MELO MARTINS;61936258020;03 - Monte Azul Brands;10/07/2018;;;nao
30553;GABRIEL ROCHA SOUZA;51938950109;12 - Bairro Alto Prime;08/06/2020;06/10;06/10/1959;sim
30554;FELIPE SANTOS PEREIRA;51931866274;03 - Monte Azul Brands;11/01/2024;19/05;19/05/1987;sim
30555;PATRICIA BARBOSA ALMEIDA;51993871921;15 - Metrô Outlet;19/03/2024;23/05;23/05/2001;sim
30556;JULIA BARBOSA MELO;62926218004;07 - Serra Alta Porto;13/09/2021;02/07;;sim
30557;GUSTAVO NASCIMENTO MELO;51974814084;08 - Riacho Outlet;28/08/2023;20/05;;nao
30558;LUCAS ARAUJO GOMES;;47959431381;13/11/2019;09/06;09/06/1975;sim
30559;JOSE MARTINS ROCHA;47969438703;07 - Serra Alta Porto;14/08/2023;;;sim
30560;LUCAS NASCIMENTO FERREIRA;85975809871;09 - Capital Distrito;23/12/2026;26/08;26/08/1961;sim
30560;LUCAS NASCIMENTO FERREIRA;85975809871;09 - Capital Distrito;23/12/2026;26/08;26/08/1961;sim
30561;BEATRIZ ARAUJO SILVA;11959989651;06 - Campo Belo Centro;04/08/2026;;;sim
30562;JULIA SILVA SANTOS;41964166657;09 - Capital Distrito;25/01/2024;09/08;;nao
30563;CAMILA DIAS BARBOSA;81913031119;03 - Monte Azul Brands;27/04/2022;;;sim
30564;JOSE TEIXEIRA GOMES;11949585196;01 - Aurora Prime;23/01/2022;;;nao
30565;BEATRIZ CARDOSO RODRIGUES;85958141298 / 85978281892;04 - Porto Leste Aux;10/01/2024;20/09;20/09/1976;sim
30566;PATRICIA OLIVEIRA NASCIMENTO;71960750081;10 - Marina Brands;01/12/2024;03/07;03/07/1968;sim
30567;PAULO CARVALHO SOUZA;51952687466;02 - Vale Verde Brands;06/04/2026;17/06;17/06/1980;nao
30568;HELENA TEIXEIRA SILVA;62950724339;11 - Cascata Distrito;02/06/2026;12/08;12/08/2005;sim
30569;JESSICA SANTOS DIAS;31978173060;05 - Porto Sereno Praia;01/10/2021;08/10;08/10/1977;sim
30570;JULIA PEREIRA CAMPOS;51918885398;04 - Porto Leste Aux;02/08/2021;;;sim
30571;BEATRIZ NASCIMENTO ALMEIDA;71957710598;02 - Vale Verde Brands;02/01/2021;13/02;13/02/1984;sim
30572;PATRICIA NASCIMENTO TEIXEIRA;51976706054;12 - Bairro Alto Prime;02/01/2022;11/01;;sim
30573;PATRICIA FERREIRA DIAS;11946384795;11 - Cascata Distrito;06/07/2021;10/01;10/01/1958;sim
30574;MATEUS SOUZA CARDOSO;41929225128;08 - Riacho Outlet;08/05/2020;06/01;06/01/1988;nao
30575;RODRIGO NASCIMENTO ALMEIDA;31948098749;01 - Aurora Prime;09/03/2022;;;sim
30576;FERNANDA SILVA CASTRO;51988365365;03 - Monte Azul Brands;02/11/2026;19/10;;sim
30577;ISABELA CARDOSO CARVALHO;61978736049;04 - Porto Leste Aux;09/09/2019;;;sim
30578;FELIPE CAMPOS SILVA;21969852959;14 - Baixada Outlet;11/07/2020;07/12;07/12/2006;nao
30579;RAFAEL DIAS BARBOSA;61940204205;13 - Rio Claro Distrito;28/06/2020;25/08;25/08/1994;sim
30580;FERNANDA SANTOS CARVALHO;41985254299;03 - Monte Azul Brands;10/10/2018;;;sim
30581;JOSE SILVA DIAS;48951558723;10 - Marina Brands;21/02/2026;;;nao
30582;LARISSA ARAUJO CARVALHO;81926028299;10 - Marina Brands;17/05/2025;;;sim
30583;SOFIA CAMPOS CARDOSO;41963035225;06 - Campo Belo Centro;05/03/2026;;;sim
30584;THIAGO MARTINS MELO;62967172562;09 - Capital Distrito;04/03/2018;04/03;04/03/1963;sim
30585;LORENA CASTRO CASTRO;31950486631;12 - Bairro Alto Prime;07/03/2018;20/05;20/05/2006;sim
30586;GUSTAVO SANTOS LIMA;85934276378;12 - Bairro Alto Prime;24/07/2024;08/03;08/03/1962;nao
30587;JOAO ROCHA LIMA;21973680837;06 - Campo Belo Centro;18/09/2018;16/01;;sim
30588;LETICIA GOMES PEREIRA;81941457801;07 - Serra Alta Porto;27/03/2026;09/02;;sim
30589;MARIA SOUZA MELO;51979316621;09 - Capital Distrito;02/04/2023;16/12;16/12/1961;sim
30590;LUCAS CARVALHO NASCIMENTO;31961222952;13 - Rio Claro Distrito;06/02/2025;;;sim
30591;ROBERTA ALVES OLIVEIRA;71975715018;03 - Monte Azul Brands;08/01/2024;20/03;20/03/2004;sim
30592;MARIA CASTRO MELO;85914600256;04 - Porto Leste Aux;21/10/2018;27/12;27/12/2001;nao
30593;THIAGO FERREIRA ALVES;61923270265;10 - Marina Brands;04/04/2019;12/11;;sim
30594;FERNANDA BARBOSA LIMA;81947242508;08 - Riacho Outlet;03/06/2020;;;sim
30595;BRUNA CORREIA SANTOS;41938159641;05 - Porto Sereno Praia;18/11/2019;17/07;17/07/2001;sim
30596;AMANDA SILVA ARAUJO;47933186222;12 - Bairro Alto Prime;05/10/2022;;;sim
30597;CAMILA ALVES ROCHA;71974410954;07 - Serra Alta Porto;14/11/2024;02/10;;sim
30598;GABRIEL RODRIGUES CARVALHO;51948023792;06 - Campo Belo Centro;09/05/2025;07/11;07/11/1966;sim
30599;VINICIUS BARBOSA MELO;21947249126;12 - Bairro Alto Prime;13/04/2025;;;sim
30600;RODRIGO BARBOSA CARVALHO;85964783247;01 - Aurora Prime;12/10/2023;23/07;;sim
30601;JULIA CAMPOS CARDOSO;61913781416;09 - Capital Distrito;24/03/2024;04/07;;sim
30602;LARISSA GOMES CAMPOS;81977122104;04 - Porto Leste Aux;16/06/2024;;;nao
30603;JULIA DIAS CARVALHO;48949523304;03 - Monte Azul Brands;09/07/2023;23/07;;sim
30604;LETICIA CARVALHO MELO;71964285944;04 - Porto Leste Aux;08/10/2019;20/06;;nao
30605;PEDRO ROCHA CASTRO;62984464075;05 - Porto Sereno Praia;25/01/2019;19/08;19/08/1971;sim
30606;DANIELA DIAS CAMPOS;81991146679;04 - Porto Leste Aux;08/06/2023;23/01;;sim
30607;LUCAS OLIVEIRA TEIXEIRA;85991051689;13 - Rio Claro Distrito;02/09/2022;25/11;;nao
30608;MATEUS FERREIRA RODRIGUES;85946308583;06 - Campo Belo Centro;16/08/2022;04/03;04/03/1992;sim
30609;VITORIA MARTINS CASTRO;85976860395;09 - Capital Distrito;16/10/2026;16/10;;sim
30610;ANA GOMES DIAS;41944338123;11 - Cascata Distrito;18/07/2026;17/09;17/09/1998;sim
30611;BEATRIZ ARAUJO ALVES;81931612681;13 - Rio Claro Distrito;03/01/2021;07/10;07/10/2005;sim
30612;LUCAS CARDOSO ALMEIDA;47959387732;13 - Rio Claro Distrito;14/10/2026;04/07;04/07/1974;sim
30613;MARIA ALVES GOMES;41990863367;02 - Vale Verde Brands;27/05/2020;24/12;;sim
30614;MATEUS SANTOS NASCIMENTO;47968897245;01 - Aurora Prime;15/10/2019;;;sim
30615;JULIA ALMEIDA GOMES;;41928356866;06/09/2018;;;sim
30616;FELIPE SILVA TEIXEIRA;48928364095;09 - Capital Distrito;14/02/2024;;;sim
30617;BRUNA CORREIA CORREIA;62973096330;10 - Marina Brands;02/12/2020;12/03;12/03/1955;sim
30618;GABRIEL ALMEIDA GOMES;85953793586;09 - Capital Distrito;25/02/2022;;;sim
30619;HELENA OLIVEIRA CAMPOS;31945706179;01 - Aurora Prime;03/12/2025;16/07;16/07/1980;nao
30620;SOFIA MARTINS SILVA;47957021539;01 - Aurora Prime;07/12/2025;04/09;04/09/1973;sim
30621;CAROLINE SOUZA BARBOSA;48982042465;11 - Cascata Distrito;27/02/2022;28/06;;sim
30622;ROBERTA ALMEIDA OLIVEIRA;11988135742;05 - Porto Sereno Praia;02/06/2026;12/04;;sim
30623;RODRIGO BARBOSA SANTOS;71928505137;10 - Marina Brands;22/09/2018;18/03;;sim
30624;GABRIEL TEIXEIRA ROCHA;21919150018;15 - Metrô Outlet;21/08/2024;16/05;16/05/1982;sim
30625;JULIA FERREIRA ALMEIDA;11965978233;05 - Porto Sereno Praia;01/06/2019;01/08;01/08/1976;sim
30626;SOFIA GOMES CARVALHO;85918886572;14 - Baixada Outlet;25/04/2024;24/02;24/02/1995;nao
30627;CARLOS CAMPOS CARDOSO;48929685154;07 - Serra Alta Porto;13/01/2026;16/06;16/06/1959;sim
30628;HELENA GOMES CARDOSO;71982678656;08 - Riacho Outlet;18/03/2022;15/10;;sim
30629;BRUNA GOMES SILVA;31978073855;12 - Bairro Alto Prime;10/06/2024;;;sim
30630;DANIELA OLIVEIRA SANTOS;21944894496 / 61937946982;08 - Riacho Outlet;03/02/2023;22/01;22/01/1962;nao
30631;LARISSA SILVA BARBOSA;21981727926;12 - Bairro Alto Prime;24/09/2018;26/02;26/02/1974;sim
30632;BEATRIZ SILVA CARDOSO;51968325980 / 61974179435;10 - Marina Brands;21/06/2018;01/03;01/03/1957;sim
30633;MARIA ALMEIDA RIBEIRO;31988099876;09 - Capital Distrito;15/08/2026;;;sim
30634;CARLOS SANTOS SANTOS;62994488115;14 - Baixada Outlet;16/02/2026;12/12;12/12/2003;sim
30635;SOFIA FERREIRA TEIXEIRA;62942330621;10 - Marina Brands;15/04/2025;24/04;;sim
30636;HELENA BARBOSA OLIVEIRA;11983275432;12 - Bairro Alto Prime;27/12/2018;22/09;22/09/1984;sim
30637;BEATRIZ MELO PEREIRA;61992435214;10 - Marina Brands;20/04/2021;18/05;;nao
30638;VITORIA ALMEIDA TEIXEIRA;11917888186;15 - Metrô Outlet;21/05/2026;;;nao
30639;ALINE DIAS GOMES;81957440821;04 - Porto Leste Aux;13/09/2018;03/06;03/06/1999;sim
30640;CAROLINE SILVA OLIVEIRA;48957189090;04 - Porto Leste Aux;15/04/2021;;;sim
30641;ROBERTA RIBEIRO MARTINS;62918550377;09 - Capital Distrito;21/02/2025;03/02;03/02/1977;nao
30642;RODRIGO NASCIMENTO BARBOSA;21998885346;12 - Bairro Alto Prime;01/09/2024;10/01;10/01/1975;sim
30643;JESSICA CARDOSO SANTOS;71921353903;10 - Marina Brands;12/06/2024;09/03;09/03/1967;sim
30644;VINICIUS FERREIRA FERREIRA;61968521976;04 - Porto Leste Aux;12/08/2024;;;nao
30645;GUSTAVO PEREIRA CASTRO;47965370889;09 - Capital Distrito;19/05/2023;;;sim
30646;LARISSA SANTOS OLIVEIRA;85965525133;14 - Baixada Outlet;11/01/2018;17/02;17/02/1960;sim
30647;LARISSA RIBEIRO SILVA;31933862100;04 - Porto Leste Aux;08/01/2025;;;sim
30648;CARLOS TEIXEIRA GOMES;85964298772;08 - Riacho Outlet;26/03/2024;20/08;20/08/1955;nao
30649;DIEGO ALMEIDA GOMES;81961510811;03 - Monte Azul Brands;24/12/2020;11/06;11/06/1992;nao
30650;FELIPE CORREIA CAMPOS;51918913033;15 - Metrô Outlet;20/05/2019;19/05;19/05/1956;nao
30651;JOSE SOUZA FERREIRA;51992089355;15 - Metrô Outlet;16/04/2026;11/11;;nao
30652;BEATRIZ ROCHA FERREIRA;61929715460;13 - Rio Claro Distrito;28/06/2020;;;sim
30653;PAULO NASCIMENTO CASTRO;61944666133;05 - Porto Sereno Praia;24/01/2022;12/05;12/05/1990;sim
30654;CARLOS CORREIA SANTOS;21991812806;13 - Rio Claro Distrito;12/11/2024;06/01;;sim
30655;CAROLINE SOUZA MARTINS;31962280139;01 - Aurora Prime;22/07/2022;04/09;;sim
30656;ALINE ROCHA FERREIRA;48910659893;12 - Bairro Alto Prime;13/07/2018;12/06;12/06/1976;nao
30657;MARCOS GOMES RODRIGUES;71917788746;12 - Bairro Alto Prime;04/04/2026;14/10;14/10/1968;nao
30658;VITORIA CASTRO SOUZA;31919595377;04 - Porto Leste Aux;24/12/2021;22/05;22/05/2001;sim
30659;PEDRO DIAS CAMPOS;21981271982;07 - Serra Alta Porto;12/03/2020;21/04;21/04/1960;sim
30660;AMANDA OLIVEIRA ROCHA;71939065722;13 - Rio Claro Distrito;10/05/2024;;;sim
30661;JOAO DIAS PEREIRA;41947953260;14 - Baixada Outlet;22/11/2021;28/04;28/04/1965;sim
30662;DANIELA CASTRO NASCIMENTO;21936093472;14 - Baixada Outlet;18/01/2023;11/06;11/06/2006;sim
30663;JULIA RODRIGUES PEREIRA;61959141972;03 - Monte Azul Brands;16/03/2019;09/06;09/06/1988;sim
30664;CAMILA FERREIRA RIBEIRO;62987133974;03 - Monte Azul Brands;23/02/2021;;;sim
30665;MARCOS SILVA ALVES;41974518275;03 - Monte Azul Brands;09/03/2024;;;sim
30666;DANIELA SILVA DIAS;11910080538;12 - Bairro Alto Prime;10/02/2022;24/12;24/12/1994;sim
30667;PAULO NASCIMENTO ALMEIDA;61978697431;01 - Aurora Prime;26/02/2024;16/06;;nao
30668;LARISSA SILVA TEIXEIRA;71946444965 / 61919580426;12 - Bairro Alto Prime;23/02/2022;17/07;17/07/2002;sim
30669;DANIELA RODRIGUES BARBOSA;41944923378;12 - Bairro Alto Prime;19/02/2026;15/06;15/06/2006;nao
30670;CAMILA TEIXEIRA GOMES;51949483991;11 - Cascata Distrito;08/02/2022;;;sim
30671;HELENA DIAS CAMPOS;81931121216;06 - Campo Belo Centro;18/02/2021;11/06;;nao
30672;RAFAEL SILVA CORREIA;48924600222;15 - Metrô Outlet;19/11/2020;25/03;25/03/1999;sim
30673;VITORIA MARTINS CAMPOS;48945073211;07 - Serra Alta Porto;25/01/2025;;;sim
30674;PAULO LIMA MARTINS;62945393383 / 51976590933;02 - Vale Verde Brands;10/03/2024;01/09;01/09/1962;sim
30675;ROBERTA ARAUJO ALMEIDA;61910465165;05 - Porto Sereno Praia;20/09/2022;13/03;13/03/2005;sim
30676;LETICIA ROCHA CARVALHO;61927886664;15 - Metrô Outlet;16/03/2025;01/09;01/09/1970;sim
30677;GABRIEL GOMES DIAS;11957939538;03 - Monte Azul Brands;28/02/2018;;;nao
30678;BEATRIZ MARTINS CAMPOS;85978095083;15 - Metrô Outlet;05/06/2023;11/05;;sim
30679;CAMILA ALVES CORREIA;21959157457;10 - Marina Brands;03/01/2021;;;sim
30680;JULIA TEIXEIRA RODRIGUES;48942617178;06 - Campo Belo Centro;02/11/2026;24/09;24/09/1981;sim
30681;RAFAEL SANTOS BARBOSA;21975338946 / 31996216683;03 - Monte Azul Brands;11/08/2020;06/02;06/02/1964;sim
30682;RAFAEL RODRIGUES PEREIRA;41993447222;13 - Rio Claro Distrito;06/01/2019;;;sim
30683;PEDRO ARAUJO MELO;81994951865;11 - Cascata Distrito;01/12/2018;23/09;23/09/1966;sim
30684;MATEUS CARVALHO GOMES;47921826379;12 - Bairro Alto Prime;06/09/2020;05/10;05/10/1956;nao
30685;ISABELA DIAS MARTINS;11940519289;14 - Baixada Outlet;13/11/2025;13/03;13/03/1994;sim
30686;BRUNA DIAS CAMPOS;47954632421;01 - Aurora Prime;22/08/2024;05/07;;nao
30687;BEATRIZ NASCIMENTO CAMPOS;62988084655;04 - Porto Leste Aux;09/10/2022;;;sim
30688;LUCAS FERREIRA CARDOSO;85913941261;02 - Vale Verde Brands;02/07/2018;18/07;18/07/1973;sim
30689;GUSTAVO SILVA LIMA;85998463152;15 - Metrô Outlet;08/02/2023;27/05;27/05/2001;sim
30690;LETICIA DIAS RIBEIRO;85971305139;01 - Aurora Prime;23/08/2020;25/05;25/05/1990;sim
30691;RODRIGO CORREIA CORREIA;41982298315;09 - Capital Distrito;18/06/2022;;;nao
30692;PEDRO SANTOS GOMES;71973919463;09 - Capital Distrito;07/08/2020;17/09;17/09/1969;sim
30693;JULIA MELO ALVES;85923045138;15 - Metrô Outlet;01/06/2018;06/04;06/04/1980;sim
30694;AMANDA ARAUJO PEREIRA;51947347379;04 - Porto Leste Aux;06/10/2022;;;nao
30695;VITORIA ALMEIDA RIBEIRO;71965542249;15 - Metrô Outlet;16/10/2024;;;sim
30696;ISABELA GOMES TEIXEIRA;47969152327;12 - Bairro Alto Prime;20/10/2018;07/05;07/05/1988;nao
30697;BEATRIZ NASCIMENTO PEREIRA;62931998181;14 - Baixada Outlet;18/11/2025;15/05;;sim
30698;ALINE ARAUJO ROCHA;48987606707;11 - Cascata Distrito;14/07/2024;27/02;27/02/1976;sim
30699;JOSE MELO RODRIGUES;11935815932;07 - Serra Alta Porto;24/05/2018;21/02;21/02/2005;nao
30700;FELIPE CAMPOS CAMPOS;62963037596;06 - Campo Belo Centro;12/06/2024;13/10;13/10/2006;sim
30701;LETICIA RODRIGUES ALMEIDA;51935433631;09 - Capital Distrito;06/08/2022;20/10;20/10/1981;sim
30702;LUCAS TEIXEIRA BARBOSA;41952284002;02 - Vale Verde Brands;14/09/2021;23/01;;nao
30703;BRUNA ALMEIDA LIMA;47934864729;05 - Porto Sereno Praia;17/03/2021;27/06;27/06/1996;sim
30704;JOSE FERREIRA ROCHA;71947084288;08 - Riacho Outlet;24/02/2025;;;sim
30705;GABRIEL CAMPOS SANTOS;48992483690;07 - Serra Alta Porto;13/03/2023;13/07;13/07/1979;sim
30706;ROBERTA ALMEIDA NASCIMENTO;48929295799;02 - Vale Verde Brands;17/09/2020;05/03;;sim
30707;PEDRO SILVA SILVA;21959955785;01 - Aurora Prime;23/05/2020;;;sim
30708;GUSTAVO ALVES LIMA;61934487201;11 - Cascata Distrito;15/05/2021;08/04;;sim
30709;GABRIEL ROCHA SANTOS;81945593335;15 - Metrô Outlet;08/07/2018;09/02;09/02/1997;sim
30710;BEATRIZ DIAS MELO;47970571990;01 - Aurora Prime;28/11/2022;14/11;;sim
30711;HELENA TEIXEIRA ARAUJO;51927080992;11 - Cascata Distrito;25/11/2026;03/01;03/01/1966;sim
30712;BRUNA FERREIRA PEREIRA;81958423939;13 - Rio Claro Distrito;03/07/2018;;;sim
30713;ROBERTA PEREIRA LIMA;47918970783;02 - Vale Verde Brands;01/11/2020;21/01;;nao
30714;BEATRIZ MARTINS CORREIA;41935970511;11 - Cascata Distrito;13/10/2026;;;sim
30715;CAROLINE ARAUJO MELO;71920215463;15 - Metrô Outlet;07/12/2026;;;nao
30716;JOAO LIMA SANTOS;11959689154;02 - Vale Verde Brands;08/08/2026;27/07;27/07/1988;sim
30717;HELENA TEIXEIRA CARVALHO;11984582776;12 - Bairro Alto Prime;07/01/2020;22/02;;sim
30718;GUSTAVO CAMPOS CAMPOS;47926397980;15 - Metrô Outlet;09/06/2025;12/12;12/12/1955;sim
30719;DANIELA MARTINS MARTINS;41987410018;02 - Vale Verde Brands;27/09/2026;;;sim
30720;MATEUS SILVA RODRIGUES;48916271669;11 - Cascata Distrito;22/04/2019;18/06;18/06/1965;sim
30721;JOAO BARBOSA MARTINS;47940684762;12 - Bairro Alto Prime;22/07/2018;10/08;;sim
30722;PATRICIA RODRIGUES PEREIRA;61987539311;15 - Metrô Outlet;10/10/2021;06/02;;sim
30723;ISABELA ROCHA RIBEIRO;31962063038;11 - Cascata Distrito;26/02/2025;04/12;04/12/1964;sim
30724;CAROLINE MELO SOUZA;21930933470;12 - Bairro Alto Prime;03/07/2019;24/05;24/05/1986;sim
30725;FERNANDA PEREIRA LIMA;62983467112;05 - Porto Sereno Praia;15/01/2018;;;sim
30726;CARLOS BARBOSA TEIXEIRA;81991611441;07 - Serra Alta Porto;12/07/2019;26/12;;sim
30727;THIAGO DIAS SANTOS;51993531289;02 - Vale Verde Brands;05/06/2018;05/03;05/03/1989;sim
30728;LARISSA CARVALHO ROCHA;31971861190 / 48979374747;08 - Riacho Outlet;02/06/2025;;;sim
30729;FERNANDA ARAUJO ROCHA;47916305542;06 - Campo Belo Centro;20/11/2018;08/09;;sim
30730;FELIPE LIMA RIBEIRO;21944015652;08 - Riacho Outlet;23/08/2024;;;sim
30731;CAROLINE CAMPOS ROCHA;71996200649 / 61936406623;07 - Serra Alta Porto;21/06/2024;20/07;;nao
30732;VINICIUS CARVALHO SANTOS;62928528001;14 - Baixada Outlet;04/05/2023;;;sim
30733;JOSE FERREIRA CARVALHO;62913718457;15 - Metrô Outlet;23/11/2022;06/10;06/10/1967;nao
30734;CAROLINE MARTINS BARBOSA;47959172367;10 - Marina Brands;13/04/2021;;;sim
30735;MATEUS CARDOSO RODRIGUES;41954003454;11 - Cascata Distrito;18/10/2019;;;nao
30736;BEATRIZ ARAUJO MARTINS;31997876408;03 - Monte Azul Brands;09/07/2022;;;sim
30737;MARIA NASCIMENTO OLIVEIRA;41988599186 / 21917468809;12 - Bairro Alto Prime;12/12/2021;07/05;07/05/1978;nao
30738;LARISSA CAMPOS CARDOSO;41934391994;09 - Capital Distrito;06/04/2026;22/03;22/03/1960;nao
30739;MARIA TEIXEIRA OLIVEIRA;11986118596;07 - Serra Alta Porto;25/11/2024;;;sim
30740;PAULO CARDOSO ALVES;85911138235;05 - Porto Sereno Praia;14/07/2018;;;sim
30741;MATEUS PEREIRA TEIXEIRA;51967667722;06 - Campo Belo Centro;14/04/2020;08/12;08/12/1991;nao
30742;GUSTAVO ARAUJO CORREIA;62932808680;09 - Capital Distrito;15/12/2020;27/03;27/03/1986;sim
30743;LETICIA SOUZA ALMEIDA;31934476903;12 - Bairro Alto Prime;14/11/2021;23/03;23/03/1959;nao
30744;DANIELA CASTRO ALMEIDA;31942799020;10 - Marina Brands;26/06/2020;;;nao
30745;SOFIA ROCHA RODRIGUES;81957265977;07 - Serra Alta Porto;10/02/2022;;;sim
30746;RODRIGO CORREIA MARTINS;62940427149;03 - Monte Azul Brands;09/08/2026;04/07;04/07/2005;sim
30747;GABRIEL NASCIMENTO RODRIGUES;21930378066;15 - Metrô Outlet;08/09/2024;15/04;;sim
30748;JOAO GOMES OLIVEIRA;41982562481;06 - Campo Belo Centro;20/07/2026;28/05;;sim
30749;ANA CAMPOS MELO;81936692355 / 47956359022;01 - Aurora Prime;10/07/2019;;;nao
30750;ISABELA FERREIRA BARBOSA;21971039691;05 - Porto Sereno Praia;07/03/2020;27/09;;sim
30751;VINICIUS NASCIMENTO CAMPOS;81924708355;02 - Vale Verde Brands;21/12/2023;;;sim
30752;LORENA SANTOS SOUZA;61921506893 / 85948499936;11 - Cascata Distrito;25/08/2022;27/02;;sim
30753;MARCOS CARDOSO CAMPOS;51935150628;12 - Bairro Alto Prime;17/04/2018;;;sim
30754;JOSE GOMES ROCHA;51910579379;08 - Riacho Outlet;16/02/2020;07/11;07/11/1986;sim
30755;CAMILA TEIXEIRA NASCIMENTO;71937825239;01 - Aurora Prime;23/05/2021;20/07;;nao
30756;RODRIGO ROCHA LIMA;81966030443;06 - Campo Belo Centro;21/01/2026;24/06;24/06/1982;sim
30757;PATRICIA TEIXEIRA CARDOSO;41930324428;01 - Aurora Prime;23/09/2025;;;nao
30758;ANA MELO ROCHA;41915976272;02 - Vale Verde Brands;26/07/2021;26/08;26/08/1973;nao
30759;SOFIA SANTOS CAMPOS;62982348577;03 - Monte Azul Brands;26/04/2018;26/01;26/01/2004;sim
30760;AMANDA PEREIRA RIBEIRO;47971963243;05 - Porto Sereno Praia;22/11/2025;01/04;;nao
30761;FELIPE SOUZA CARVALHO;47956463721;10 - Marina Brands;15/01/2019;;;nao
30762;BRUNA FERREIRA ALVES;47980422619;07 - Serra Alta Porto;20/01/2026;09/12;;sim
30763;FERNANDA RODRIGUES FERREIRA;41936721353;02 - Vale Verde Brands;06/03/2018;13/06;;sim
30764;ALINE SANTOS CARDOSO;31992794576;12 - Bairro Alto Prime;25/10/2024;15/05;15/05/1961;sim
30765;VINICIUS ALMEIDA OLIVEIRA;47991425957;14 - Baixada Outlet;13/07/2020;21/08;;sim
30766;ANA PEREIRA MELO;85984626604;11 - Cascata Distrito;20/06/2018;18/09;;sim
30767;PEDRO BARBOSA CORREIA;81930278186;06 - Campo Belo Centro;28/09/2023;;;sim
30768;VINICIUS ALMEIDA TEIXEIRA;61981051085;01 - Aurora Prime;24/05/2018;;;nao
30769;LETICIA SANTOS RIBEIRO;81936163667;09 - Capital Distrito;02/05/2018;;;sim
30770;JOSE SILVA SOUZA;71997685936;11 - Cascata Distrito;02/04/2021;05/01;;sim
30771;FELIPE DIAS SANTOS;62967525702;12 - Bairro Alto Prime;10/05/2018;03/11;;sim
30772;CAMILA CORREIA MELO;47970019857;06 - Campo Belo Centro;08/10/2022;;;nao
30773;CAMILA CARDOSO GOMES;51924803248;06 - Campo Belo Centro;19/06/2020;24/07;24/07/1980;sim
30774;RAFAEL PEREIRA ARAUJO;62949051201;01 - Aurora Prime;24/09/2020;;;sim
30775;LETICIA ARAUJO DIAS;48949711294;15 - Metrô Outlet;04/11/2024;15/03;;sim
30776;LETICIA FERREIRA PEREIRA;11914367110;13 - Rio Claro Distrito;15/11/2018;01/02;;nao
30777;LUCAS PEREIRA SANTOS;48984164725;11 - Cascata Distrito;27/03/2021;;;sim
30778;CARLOS CORREIA DIAS;51910304723;05 - Porto Sereno Praia;12/08/2020;08/09;;sim
30779;AMANDA SILVA CASTRO;51991825914;04 - Porto Leste Aux;04/12/2019;05/05;05/05/1970;sim
30780;MARCOS PEREIRA CORREIA;11981763845;05 - Porto Sereno Praia;20/12/2020;16/01;16/01/1996;sim
30781;ALINE SANTOS BARBOSA;85953175810;02 - Vale Verde Brands;23/02/2022;11/07;;sim
30782;THIAGO SOUZA DIAS;62953291536;08 - Riacho Outlet;01/03/2022;06/07;06/07/1976;sim
30783;VITORIA FERREIRA SILVA;61955885898;02 - Vale Verde Brands;05/02/2018;;;sim
30784;RODRIGO CAMPOS DIAS;47924593764;14 - Baixada Outlet;01/12/2024;;;nao
30785;LARISSA CORREIA CORREIA;21917469702;06 - Campo Belo Centro;23/11/2024;04/06;;sim
30786;THIAGO BARBOSA CORREIA;47977962072;05 - Porto Sereno Praia;16/07/2023;;;sim
30787;VITORIA NASCIMENTO ALVES;62970720638;13 - Rio Claro Distrito;22/08/2026;23/11;;sim
30788;LETICIA CASTRO OLIVEIRA;71921906812;02 - Vale Verde Brands;10/02/2018;20/03;20/03/1975;sim
30789;BRUNA TEIXEIRA CORREIA;31990410798;12 - Bairro Alto Prime;14/07/2020;28/02;;nao
30790;LETICIA CARDOSO MARTINS;85951816378;12 - Bairro Alto Prime;22/05/2025;13/05;;sim
30791;ANA FERREIRA NASCIMENTO;71966787229;11 - Cascata Distrito;28/08/2018;;;sim
30792;RODRIGO RIBEIRO GOMES;85932648301;01 - Aurora Prime;13/11/2026;;;sim
